Temperature,Humidity,Light,CO2,HR,Occupancy
20.75,24.79,0.00,481.50,0.0037490128,0
20.70,24.79,0.00,488.25,0.0037385726,0
20.70,24.79,0.00,486.33,0.0037385726,0
20.70,24.79,0.00,480.60,0.0037385726,0
20.70,24.79,0.00,485.67,0.0037385726,0
20.70,24.79,0.00,484.80,0.0037385726,0
20.70,24.79,0.00,481.00,0.0037385726,0
20.70,24.79,0.00,486.50,0.0037385726,0
20.70,24.79,0.00,488.00,0.0037385726,0
20.70,24.79,0.00,481.67,0.0037385726,0
20.70,24.79,0.00,481.00,0.0037385726,0
20.70,24.75,0.00,483.00,0.0037331109,0
20.70,24.77,0.00,485.00,0.0037351590,0
20.70,24.76,0.00,475.67,0.0037340211,0
20.70,24.72,0.00,478.50,0.0037283319,0
20.70,24.70,0.00,482.80,0.0037249184,0
20.70,24.70,0.00,482.33,0.0037249184,0
20.70,24.68,0.00,481.50,0.0037211257,0
20.70,24.68,0.00,479.25,0.0037211257,0
20.70,24.60,0.00,478.33,0.0037097478,0
20.70,24.60,0.00,477.50,0.0037097478,0
20.70,24.60,0.00,480.25,0.0037097478,0
20.70,24.65,0.00,481.50,0.0037173330,0
20.70,24.65,0.00,481.25,0.0037173330,0
20.70,24.66,0.00,481.75,0.0037188501,0
20.70,24.70,0.00,479.00,0.0037249184,0
20.70,24.65,0.00,482.75,0.0037173330,0
20.70,24.67,0.00,485.67,0.0037198615,0
20.70,24.63,0.00,484.00,0.0037148046,0
20.70,24.60,0.00,479.50,0.0037097478,0
20.70,24.60,0.00,479.75,0.0037097478,0
20.70,24.60,0.00,480.75,0.0037097478,0
20.70,24.63,0.00,475.33,0.0037148046,0
20.70,24.70,0.00,475.67,0.0037249184,0
20.70,24.60,0.00,477.25,0.0037097478,0
20.70,24.60,0.00,478.50,0.0037097478,0
20.70,24.64,0.00,479.60,0.0037158160,0
20.70,24.60,0.00,475.67,0.0037097478,0
20.70,24.60,0.00,479.33,0.0037097478,0
20.70,24.60,0.00,478.50,0.0037097478,0
20.70,24.63,0.00,476.86,0.0037140822,0
20.70,24.63,0.00,477.33,0.0037148046,0
20.70,24.63,0.00,475.25,0.0037135404,0
20.70,24.60,0.00,479.67,0.0037097478,0
20.70,24.60,0.00,482.00,0.0037097478,0
20.70,24.60,0.00,475.80,0.0037097478,0
20.70,24.60,0.00,477.33,0.0037097478,0
20.70,24.60,0.00,475.25,0.0037097478,0
20.70,24.60,0.00,477.25,0.0037097478,0
20.70,24.60,0.00,478.67,0.0037097478,0
20.70,24.60,0.00,476.75,0.0037097478,0
20.70,24.60,0.00,472.50,0.0037097478,0
20.70,24.60,0.00,471.60,0.0037097478,0
20.70,24.60,0.00,474.75,0.0037097478,0
20.70,24.60,0.00,475.67,0.0037097478,0
20.70,24.60,0.00,473.20,0.0037097478,0
20.70,24.60,0.00,467.00,0.0037097478,0
20.70,24.60,0.00,466.00,0.0037097478,0
20.70,24.60,0.00,465.25,0.0037097478,0
20.70,24.60,0.00,471.00,0.0037097478,0
20.70,24.60,0.00,471.50,0.0037097478,0
20.70,24.60,0.00,476.50,0.0037097478,0
20.70,24.60,0.00,472.75,0.0037097478,0
20.70,24.60,0.00,470.75,0.0037097478,0
20.70,24.58,0.00,466.75,0.0037059553,0
20.70,24.50,0.00,463.75,0.0036945780,0
20.70,24.53,0.00,469.00,0.0036996345,0
20.70,24.58,0.00,472.25,0.0037059553,0
20.70,24.60,0.00,475.40,0.0037097478,0
20.70,24.50,0.00,474.25,0.0036945780,0
20.70,24.50,0.00,470.25,0.0036945780,0
20.70,24.53,0.00,478.00,0.0036996345,0
20.70,24.56,0.00,469.40,0.0037036798,0
20.70,24.53,0.00,468.33,0.0036996345,0
20.70,24.60,0.00,469.25,0.0037097478,0
20.70,24.60,0.00,468.00,0.0037097478,0
20.70,24.60,0.00,473.00,0.0037097478,0
20.70,24.57,0.00,474.33,0.0037046911,0
20.70,24.50,0.00,475.75,0.0036945780,0
20.70,24.50,0.00,473.50,0.0036945780,0
20.70,24.50,0.00,474.75,0.0036945780,0
20.70,24.50,0.00,472.00,0.0036945780,0
20.70,24.50,0.00,468.25,0.0036945780,0
20.70,24.50,0.00,471.50,0.0036945780,0
20.70,24.50,0.00,469.00,0.0036945780,0
20.70,24.50,0.00,468.00,0.0036945780,0
20.70,24.50,0.00,471.50,0.0036945780,0
20.70,24.50,0.00,469.60,0.0036945780,0
20.70,24.50,0.00,466.60,0.0036945780,0
20.70,24.50,0.00,462.67,0.0036945780,0
20.70,24.50,0.00,461.33,0.0036945780,0
20.70,24.50,0.00,463.75,0.0036945780,0
20.70,24.50,0.00,466.25,0.0036945780,0
20.70,24.50,0.00,468.25,0.0036945780,0
20.70,24.50,0.00,470.60,0.0036945780,0
20.70,24.50,0.00,467.67,0.0036945780,0
20.70,24.50,0.00,469.00,0.0036945780,0
20.70,24.50,0.00,464.25,0.0036945780,0
20.70,24.50,0.00,468.00,0.0036945780,0
20.70,24.50,0.00,468.75,0.0036945780,0
20.70,24.50,0.00,472.33,0.0036945780,0
20.70,24.50,0.00,468.67,0.0036945780,0
20.70,24.50,0.00,467.67,0.0036945780,0
20.70,24.50,0.00,462.33,0.0036945780,0
20.70,24.50,0.00,463.50,0.0036945780,0
20.70,24.50,0.00,467.40,0.0036945780,0
20.70,24.50,0.00,465.67,0.0036945780,0
20.70,24.50,0.00,465.75,0.0036945780,0
20.70,24.50,0.00,469.75,0.0036945780,0
20.70,24.50,0.00,463.33,0.0036945780,0
20.62,24.41,0.00,462.60,0.0036630174,0
20.70,24.50,0.00,468.25,0.0036945780,0
20.70,24.50,0.00,469.25,0.0036945780,0
20.68,24.47,0.00,469.00,0.0036846924,0
20.67,24.46,0.00,471.33,0.0036814018,0
20.63,24.42,0.00,467.75,0.0036649837,0
20.70,24.50,0.00,459.00,0.0036945780,0
20.68,24.48,0.00,464.60,0.0036866679,0
20.67,24.46,0.00,467.67,0.0036814018,0
20.70,24.50,0.00,473.25,0.0036945780,0
20.70,24.50,0.00,471.00,0.0036945780,0
20.68,24.47,0.00,465.75,0.0036846924,0
20.70,24.50,0.00,461.50,0.0036945780,0
20.68,24.47,0.00,464.50,0.0036846924,0
20.70,24.50,0.00,464.80,0.0036945780,0
20.63,24.43,0.00,468.33,0.0036682627,0
20.67,24.46,0.00,464.33,0.0036814018,0
20.60,24.39,0.00,463.20,0.0036551605,0
20.67,24.46,0.00,465.33,0.0036814018,0
20.68,24.47,0.00,464.25,0.0036846924,0
20.64,24.43,0.00,460.00,0.0036708876,0
20.70,24.50,0.00,461.00,0.0036945780,0
20.67,24.46,0.00,467.00,0.0036814018,0
20.64,24.43,0.00,462.20,0.0036708876,0
20.60,24.39,0.00,459.75,0.0036551605,0
20.65,24.45,0.00,455.25,0.0036748276,0
20.63,24.42,0.00,455.25,0.0036649837,0
20.60,24.39,0.00,461.33,0.0036551605,0
20.60,24.39,0.00,465.25,0.0036551605,0
20.60,24.39,0.00,464.75,0.0036551605,0
20.60,24.39,0.00,464.80,0.0036551605,0
20.60,24.39,0.00,463.50,0.0036551605,0
20.63,24.42,0.00,463.50,0.0036649837,0
20.60,24.39,0.00,465.67,0.0036551605,0
20.63,24.42,0.00,464.50,0.0036649837,0
20.62,24.41,0.00,467.60,0.0036630174,0
20.63,24.42,0.00,459.50,0.0036649837,0
20.63,24.42,0.00,457.50,0.0036649837,0
20.60,24.39,0.00,463.33,0.0036551605,0
20.60,24.39,0.00,465.00,0.0036551605,0
20.60,24.39,0.00,468.25,0.0036551605,0
20.60,24.39,0.00,465.00,0.0036551605,0
20.60,24.39,0.00,464.50,0.0036551605,0
20.60,24.34,0.00,465.50,0.0036476234,0
20.60,24.39,0.00,465.75,0.0036551605,0
20.60,24.39,0.00,469.75,0.0036551605,0
20.60,24.39,0.00,468.20,0.0036551605,0
20.60,24.37,0.00,463.50,0.0036513919,0
20.60,24.34,0.00,461.50,0.0036476234,0
20.60,24.39,0.00,464.00,0.0036551605,0
20.60,24.37,0.00,464.00,0.0036513919,0
20.62,24.32,0.00,466.50,0.0036488806,0
20.63,24.32,0.00,461.00,0.0036526535,0
20.63,24.32,0.00,459.25,0.0036495085,0
20.66,24.31,0.00,459.60,0.0036569826,0
20.60,24.20,0.00,460.33,0.0036265205,0
20.60,24.20,0.00,458.50,0.0036265205,0
20.60,24.20,0.00,460.00,0.0036265205,0
20.63,24.29,0.00,464.50,0.0036461116,0
20.62,24.24,0.00,467.20,0.0036364542,0
20.60,24.20,0.00,456.00,0.0036265205,0
20.60,24.20,0.00,459.50,0.0036265205,0
20.60,24.20,0.00,460.33,0.0036265205,0
20.60,24.20,0.00,462.20,0.0036265205,0
20.60,24.20,0.00,460.50,0.0036265205,0
20.60,24.20,0.00,464.25,0.0036265205,0
20.63,24.23,0.00,464.33,0.0036385556,0
20.60,24.20,0.00,465.75,0.0036265205,0
20.60,24.20,0.00,463.50,0.0036265205,0
20.60,24.20,0.00,466.20,0.0036265205,0
20.60,24.20,0.00,466.25,0.0036265205,0
20.60,24.20,0.00,466.00,0.0036265205,0
20.60,24.20,0.00,463.25,0.0036265205,0
20.58,24.20,0.00,466.75,0.0036209017,0
20.60,24.20,0.00,467.67,0.0036265205,0
20.60,24.20,0.00,463.50,0.0036265205,0
20.60,24.20,0.00,459.25,0.0036265205,0
20.60,24.20,0.00,463.25,0.0036265205,0
20.58,24.20,0.00,463.00,0.0036209017,0
20.53,24.20,0.00,459.33,0.0036115540,0
20.55,24.20,0.00,463.00,0.0036152905,0
20.58,24.20,0.00,460.75,0.0036209017,0
20.56,24.20,0.00,462.40,0.0036175340,0
20.52,24.20,0.00,464.00,0.0036085672,0
20.53,24.20,0.00,462.67,0.0036115540,0
20.55,24.20,0.00,467.00,0.0036152905,0
20.60,24.20,0.00,468.00,0.0036265205,0
20.60,24.10,0.00,463.25,0.0036114479,0
20.60,24.18,0.00,462.50,0.0036227523,0
20.60,24.10,0.00,467.75,0.0036114479,0
20.67,24.17,0.00,467.67,0.0036364965,0
20.60,24.10,0.00,466.25,0.0036114479,0
20.60,24.10,0.00,466.50,0.0036114479,0
20.60,24.10,0.00,467.50,0.0036114479,0
20.60,24.10,0.00,464.50,0.0036114479,0
20.60,24.10,0.00,460.50,0.0036114479,0
20.60,24.03,0.00,457.00,0.0036013999,0
20.60,24.08,0.00,459.40,0.0036084334,0
20.63,24.07,0.00,465.00,0.0036138858,0
20.60,24.05,0.00,465.75,0.0036039118,0
20.63,24.05,0.00,468.75,0.0036095031,0
20.60,24.00,0.00,463.50,0.0035963760,0
20.60,24.05,0.00,463.25,0.0036039118,0
20.60,24.00,0.00,466.33,0.0035963760,0
20.60,24.02,0.00,467.80,0.0035993903,0
20.58,24.08,0.00,463.25,0.0036020903,0
20.53,24.10,0.00,468.75,0.0035946847,0
20.57,24.10,0.00,465.00,0.0036039891,0
20.53,24.10,0.00,464.75,0.0035946847,0
20.54,24.10,0.00,466.40,0.0035980318,0
20.50,24.10,0.00,467.00,0.0035891122,0
20.50,24.15,0.00,466.75,0.0035966016,0
20.53,24.10,0.00,468.75,0.0035946847,0
20.50,24.20,0.00,468.67,0.0036040911,0
20.50,24.20,0.00,466.75,0.0036040911,0
20.50,24.20,0.00,462.50,0.0036040911,0
20.53,24.10,0.00,465.50,0.0035946847,0
20.54,24.10,0.00,463.80,0.0035980318,0
20.50,24.10,0.00,467.33,0.0035891122,0
20.57,24.10,0.00,466.75,0.0036039891,0
20.50,24.10,0.00,466.80,0.0035891122,0
20.50,24.10,0.00,464.00,0.0035891122,0
20.52,24.10,0.00,461.40,0.0035935696,0
20.50,24.10,0.00,464.67,0.0035891122,0
20.50,24.10,0.00,465.50,0.0035891122,0
20.50,24.10,0.00,467.67,0.0035891122,0
20.50,24.10,0.00,473.50,0.0035891122,0
20.52,24.10,0.00,469.80,0.0035935696,0
20.50,24.10,0.00,469.67,0.0035891122,0
20.50,24.10,0.00,470.60,0.0035891122,0
20.50,24.10,0.00,468.00,0.0035891122,0
20.50,24.10,0.00,468.50,0.0035891122,0
20.50,24.10,0.00,470.00,0.0035891122,0
20.47,24.05,0.00,472.75,0.0035755150,0
20.50,24.08,0.00,466.75,0.0035853676,0
20.47,24.02,0.00,466.00,0.0035714031,0
20.43,23.96,0.00,467.33,0.0035519368,0
20.47,24.00,0.00,468.50,0.0035676650,0
20.46,23.96,0.00,470.80,0.0035578140,0
20.50,24.00,0.00,472.00,0.0035741341,0
20.48,23.98,0.00,470.00,0.0035659666,0
20.45,23.95,0.00,466.67,0.0035537433,0
20.50,24.00,0.00,461.40,0.0035741341,0
20.39,23.89,0.00,462.67,0.0035334457,0
20.47,23.89,0.00,464.75,0.0035515920,0
20.50,23.89,0.00,473.50,0.0035576589,0
20.46,23.85,0.00,472.50,0.0035419818,0
20.43,23.82,0.00,473.00,0.0035315617,0
20.46,23.86,0.00,473.00,0.0035445908,0
20.45,23.82,0.00,469.83,0.0035355838,0
20.45,23.82,0.00,469.25,0.0035347132,0
20.42,23.75,0.00,471.75,0.0035182535,0
20.43,23.76,0.00,472.67,0.0035221200,0
20.42,23.72,0.00,471.50,0.0035145287,0
20.47,23.77,0.00,471.00,0.0035332771,0
20.39,23.70,0.00,472.00,0.0035051854,0
20.43,23.74,0.00,468.80,0.0035201446,0
20.43,23.73,56.33,471.67,0.0035176478,0
20.39,23.70,311.75,474.75,0.0035051854,1
20.42,23.72,426.00,473.50,0.0035145287,1
20.47,23.77,433.00,473.75,0.0035332771,1
20.48,23.89,423.67,484.50,0.0035536133,1
20.50,23.89,419.00,492.40,0.0035576589,1
20.50,23.89,419.00,491.00,0.0035576589,1
20.50,23.89,419.00,487.20,0.0035576589,1
20.55,23.95,415.50,493.25,0.0035769764,1
20.52,24.00,409.80,499.60,0.0035785727,1
20.53,24.00,414.60,506.20,0.0035796832,1
20.60,24.08,413.00,507.33,0.0036089358,0
20.60,24.10,414.60,514.60,0.0036114479,0
20.60,24.18,407.50,522.25,0.0036227523,0
20.60,24.20,406.60,525.60,0.0036265205,0
20.60,24.20,399.50,528.00,0.0036265205,0
20.63,24.23,398.33,537.33,0.0036385556,1
20.66,24.20,406.20,538.80,0.0036400371,1
20.63,24.18,414.00,538.50,0.0036283729,1
20.66,24.22,412.20,535.80,0.0036424579,1
20.68,24.34,411.00,538.75,0.0036646251,1
20.70,24.50,408.00,546.25,0.0036945780,1
20.70,24.65,405.00,554.67,0.0037173330,1
20.70,24.70,405.00,565.33,0.0037249184,1
20.70,24.77,405.00,573.00,0.0037351590,1
20.71,24.79,405.00,581.14,0.0037415529,1
20.70,24.79,405.00,587.25,0.0037385726,1
20.75,24.87,413.40,588.20,0.0037632824,1
20.78,24.89,416.67,589.50,0.0037712303,1
20.77,24.96,419.00,592.00,0.0037805885,1
20.79,24.98,419.00,599.80,0.0037881631,1
20.79,25.00,419.00,605.40,0.0037915200,1
20.79,25.00,419.00,611.25,0.0037911385,1
20.81,25.02,419.00,616.40,0.0037992753,1
20.87,25.08,419.00,621.00,0.0038206682,1
20.82,25.03,419.00,622.67,0.0038044525,1
20.86,25.07,419.00,624.00,0.0038174206,1
20.84,25.05,419.00,623.75,0.0038109321,1
20.87,25.16,433.00,632.40,0.0038348863,1
20.89,25.20,433.00,639.00,0.0038457793,1
20.87,25.28,433.00,646.00,0.0038533183,1
20.84,25.20,433.00,649.50,0.0038335100,1
20.89,25.27,433.00,649.80,0.0038568354,1
20.87,25.37,433.00,656.75,0.0038651300,1
20.84,25.34,433.00,660.75,0.0038553242,1
20.87,25.37,437.67,659.33,0.0038684030,1
20.87,25.37,440.60,671.60,0.0038670935,1
20.84,25.34,442.50,673.50,0.0038553242,1
20.87,25.37,438.00,678.25,0.0038651300,1
20.89,25.39,441.00,681.00,0.0038749559,1
20.89,25.35,429.00,683.00,0.0038688133,1
20.89,25.33,429.00,689.40,0.0038657420,1
20.89,25.34,429.00,694.25,0.0038672776,1
20.91,25.39,435.00,690.40,0.0038802363,1
20.95,25.39,444.00,697.33,0.0038881688,1
20.97,25.39,444.00,710.25,0.0038947901,1
20.96,25.39,444.00,717.80,0.0038908161,0
21.00,25.39,444.00,720.75,0.0039014214,0
21.00,25.41,444.00,721.40,0.0039048231,0
21.00,25.39,444.00,718.00,0.0039014214,0
21.00,25.36,444.00,715.50,0.0038962673,0
21.00,25.29,447.20,713.00,0.0038859594,0
21.00,25.29,456.80,714.80,0.0038859594,0
21.00,25.25,460.00,714.50,0.0038790018,1
21.00,25.20,454.75,711.00,0.0038720443,1
21.00,25.20,453.00,705.00,0.0038720443,1
21.00,25.20,451.60,711.00,0.0038720443,1
21.03,25.22,454.75,713.50,0.0038815197,1
21.08,25.20,453.00,719.50,0.0038920471,1
21.07,25.20,458.00,727.67,0.0038880393,1
21.12,25.20,458.00,728.67,0.0039000738,1
21.15,25.22,459.25,731.25,0.0039116263,1
21.20,25.23,454.00,738.50,0.0039246396,1
21.20,25.18,454.00,740.20,0.0039170733,1
21.20,25.10,454.00,735.75,0.0039045502,1
21.20,25.14,454.00,735.00,0.0039108117,1
21.22,25.22,456.50,746.17,0.0039261877,1
21.20,25.20,465.25,762.75,0.0039202042,1
21.20,25.20,469.00,766.20,0.0039202042,1
21.20,25.22,469.00,763.40,0.0039230220,1
21.22,25.29,462.33,773.83,0.0039382010,0
21.20,25.29,464.00,777.75,0.0039342935,0
21.20,25.36,462.33,778.00,0.0039447304,1
21.20,25.37,470.20,778.40,0.0039468178,1
21.22,25.34,475.75,774.75,0.0039476027,1
21.24,25.33,471.00,774.00,0.0039493258,1
21.29,25.47,480.25,778.00,0.0039849483,1
21.29,25.43,487.00,779.00,0.0039777322,1
21.27,25.41,503.60,780.60,0.0039710085,1
21.29,25.58,509.50,786.25,0.0040010867,1
21.29,25.67,527.25,800.75,0.0040164386,1
21.34,25.79,524.50,814.00,0.0040474112,1
21.41,25.87,529.80,832.00,0.0040784395,1
21.50,26.00,534.00,849.25,0.0041210500,1
21.50,26.08,544.00,860.60,0.0041338144,1
21.60,26.15,538.00,871.00,0.0041706030,1
21.66,26.22,553.00,879.50,0.0041966780,1
21.70,26.27,542.50,894.00,0.0042153452,1
21.72,26.22,547.00,905.50,0.0042139062,1
21.79,26.39,559.20,911.20,0.0042586572,1
21.81,26.27,567.80,919.20,0.0042450290,1
21.87,26.32,554.00,923.50,0.0042661024,1
21.89,26.32,563.00,931.75,0.0042726637,1
21.89,26.32,564.50,934.75,0.0042726637,1
21.95,26.22,577.50,934.75,0.0042719569,1
22.00,26.12,578.80,939.00,0.0042695448,1
22.00,26.07,581.67,936.67,0.0042607672,1
22.09,26.13,580.00,936.43,0.0042934911,1
22.10,26.10,596.00,936.50,0.0042925257,1
22.10,26.10,594.80,937.60,0.0042925257,1
22.14,26.00,603.40,937.80,0.0042861421,1
22.20,26.00,608.25,946.00,0.0043022787,0
22.29,25.96,606.67,950.33,0.0043199387,0
22.29,25.89,612.00,937.33,0.0043076525,1
22.29,25.86,611.00,943.67,0.0043020681,1
22.32,25.81,617.00,946.17,0.0043024703,1
22.39,25.70,624.75,944.50,0.0043020957,1
22.39,25.68,630.40,944.40,0.0042987246,1
22.45,25.65,632.50,948.00,0.0043081503,1
22.50,25.67,652.00,940.33,0.0043255038,1
22.50,25.60,643.50,944.33,0.0043141908,1
22.57,25.60,648.67,942.17,0.0043318201,1
22.60,25.60,767.00,948.67,0.0043406586,1
22.60,25.47,1419.50,945.00,0.0043188900,1
22.70,25.50,1697.25,951.75,0.0043500904,1
22.70,25.46,1209.80,958.60,0.0043425320,1
22.72,25.42,685.75,956.25,0.0043418823,1
22.77,25.32,684.75,952.25,0.0043361517,1
22.79,25.46,679.40,954.60,0.0043664673,1
22.82,25.39,683.00,961.67,0.0043645150,1
22.89,25.39,692.00,961.75,0.0043817279,1
22.89,25.39,693.80,953.80,0.0043817279,1
22.91,25.39,689.00,956.33,0.0043866313,1
22.97,25.39,693.75,970.00,0.0044038312,1
23.00,25.39,686.50,971.25,0.0044112208,1
23.03,25.42,698.25,986.25,0.0044227673,1
23.10,25.50,694.83,985.00,0.0044575502,1
23.10,25.50,690.00,997.00,0.0044575502,1
23.20,25.50,696.80,1003.80,0.0044847780,1
23.20,25.50,710.00,1004.83,0.0044847780,1
23.20,25.50,722.00,1011.40,0.0044847780,1
23.29,25.60,732.00,1022.50,0.0045272209,1
23.29,25.60,735.00,1029.83,0.0045272209,1
23.31,25.60,719.20,1031.00,0.0045327323,1
23.39,25.60,723.33,1040.00,0.0045548371,1
23.37,25.60,729.00,1040.50,0.0045479191,1
23.39,25.60,738.00,1042.00,0.0045548371,1
23.46,25.66,738.00,1052.40,0.0045839423,1
23.50,25.72,734.40,1062.80,0.0046066786,1
23.58,25.74,738.00,1067.75,0.0046323780,1
23.60,25.89,747.00,1072.25,0.0046659671,1
23.64,25.95,745.20,1095.20,0.0046889588,1
23.67,26.07,746.33,1109.00,0.0047170953,1
23.70,26.12,737.80,1119.00,0.0047363895,1
23.72,26.10,745.00,1123.40,0.0047379058,1
23.79,26.13,740.50,1122.50,0.0047632311,1
23.75,26.20,754.00,1123.00,0.0047639930,1
23.79,26.31,763.00,1158.20,0.0047972213,1
23.79,26.32,758.25,1160.25,0.0047981400,1
23.89,26.39,755.50,1166.00,0.0048411749,1
23.89,26.37,758.25,1164.75,0.0048365530,1
23.89,26.29,772.75,1163.25,0.0048226879,1
23.98,26.38,767.00,1172.71,0.0048662443,1
24.00,26.37,774.50,1182.00,0.0048688822,1
24.05,26.34,774.50,1182.00,0.0048789730,1
24.08,26.37,769.80,1187.60,0.0048934490,1
24.10,26.57,758.33,1191.33,0.0049362032,1
24.10,26.47,775.75,1213.75,0.0049185683,1
24.10,26.15,775.00,1194.00,0.0048589290,1
24.10,25.96,783.40,1173.40,0.0048222335,1
24.10,25.92,789.60,1160.20,0.0048147451,1
24.10,25.89,797.50,1156.25,0.0048099714,1
24.10,25.83,799.00,1139.00,0.0047986458,1
24.18,25.84,782.50,1140.50,0.0048219633,1
24.20,25.89,786.17,1145.33,0.0048389871,1
24.20,25.89,794.25,1149.25,0.0048386732,1
24.20,25.89,797.50,1152.50,0.0048386732,1
24.20,25.89,787.00,1153.25,0.0048386732,1
24.22,25.91,805.00,1152.40,0.0048480885,1
24.26,25.89,798.00,1146.17,0.0048565649,1
24.29,25.98,793.00,1145.40,0.0048817253,1
24.29,25.85,801.40,1140.80,0.0048578628,1
24.29,25.70,808.00,1150.25,0.0048290786,1
24.33,25.74,809.80,1129.20,0.0048475924,1
24.33,25.70,817.00,1125.80,0.0048407587,1
24.36,25.70,813.00,1123.00,0.0048485593,1
24.41,25.68,798.00,1124.00,0.0048602077,1
